origen,destino,tiempo
N36,N44,43
N36,N45,11
N36,N46,34
N36,N47,31
N36,N48,72
N36,N49,80
N36,N50,7
N36,N51,17
N36,N52,47
N36,N53,79
N36,N54,6
N36,N55,87
N36,N56,108
N36,N57,24
N36,N58,41
N36,N59,73
N36,N60,85
N36,N61,42
N36,N62,51
N36,N63,41
N36,N64,77
N36,N65,8
N36,N66,55
N36,N67,98
N36,N68,116
N36,N69,90
N36,N70,52
N36,N71,14
N36,N72,49
N36,N73,33
N36,N74,17
N36,N75,105
N36,N76,53
N36,N77,31
N36,N78,100
N36,N79,105
N36,N80,29
N36,N81,9
N36,N82,74
N36,N83,49
N36,N84,20
N36,N85,18
N36,N86,112
N36,N87,40
N36,N88,78
N36,N89,77
N36,N90,47
N36,N91,103
N36,N92,84
N36,N93,61
N36,N94,11
N36,N95,29
N36,N96,41
N36,N97,14
N36,N98,100
N36,N99,85
N36,N100,80
N36,N101,15
N36,N102,119
N36,N103,117
N36,N104,69
N36,N105,119
N36,N106,10
N36,N107,46
N36,N108,75
N36,N109,9
N36,N110,47
N36,N111,29
N36,N112,7
N36,N113,62
N36,N114,75
N36,N115,29
N36,N116,119
N36,N117,104
N36,N118,52
N36,N119,27
N36,N120,103
N36,N121,7
N36,N122,47
N36,N123,92
N36,N124,40
N36,N125,79
N36,N126,93
N36,N127,40
N36,N128,71
N36,N129,98
N36,N130,74
N36,N131,82
N36,N132,40
N36,N133,20
N36,N134,42
N36,N135,63
N36,N136,10
N36,N137,56
N36,N138,55
N36,N139,100
N36,N140,50
N36,N141,13
N36,N142,31
N36,N143,8
N36,N144,7
N36,N145,57
N36,N146,6
N36,N147,7
N36,N148,98
N36,N149,55
N36,N150,94
N36,N151,32
N36,N152,38
N36,N153,93
N36,N154,115
N36,N155,91
N36,N156,64
N36,N157,26
N36,N158,32
N36,N159,72
N36,N160,15
N36,N161,14
N36,N162,101
N36,N163,74
N36,N164,54
N36,N165,100
N36,N166,70
N36,N167,80
N36,N168,28
N36,N169,98
N36,N170,15
N36,N171,69
N36,N172,113
N36,N173,74
N36,N174,63
N36,N175,45
N36,N176,77
N36,N177,17
N36,N178,107
N36,N179,46
N36,N180,86
N36,N181,101
N36,N182,34
N36,N183,81
N36,N184,38
N36,N185,81
N36,N186,54
N36,N187,89
N36,N188,66
N36,N189,87
N36,N190,85
N36,N191,39
N36,N192,8
N36,N193,17
N36,N194,100
N36,N195,106
N36,N196,34
N36,N197,10
N36,N198,110
N36,N199,18
N36,N200,64
N37,N38,25
N37,N39,62
N37,N40,99
N37,N41,82
N37,N42,78
N37,N43,46
N37,N44,119
N37,N45,64
N37,N46,113
N37,N47,89
N37,N48,34
N37,N49,44
N37,N50,21
N37,N51,75
N37,N52,39
N37,N53,66
N37,N54,11
N37,N55,118
N37,N56,27
N37,N57,21
N37,N58,26
N37,N59,52
N37,N60,108
N37,N61,42
N37,N62,102
N37,N63,104
N37,N64,7
N37,N65,70
N37,N66,85
N37,N67,39
N37,N68,55
N37,N69,102
N37,N70,28
N37,N71,36
N37,N72,29
N37,N73,107
N37,N74,119
N37,N75,54
N37,N76,54
N37,N77,37
N37,N78,49
N37,N79,74
N37,N80,19
N37,N81,16
N37,N82,59
N37,N83,13
N37,N84,84
N37,N85,48
N37,N86,45
N37,N87,23
N37,N88,71
N37,N89,114
N37,N90,107
N37,N91,41
N37,N92,96
N37,N93,54
N37,N94,67
N37,N95,65
N37,N96,77
N37,N97,44
N37,N98,47
N37,N99,57
N37,N100,45
N37,N101,62
N37,N102,96
N37,N103,108
N37,N104,105
N37,N105,32
N37,N106,14
N37,N107,25
N37,N108,41
N37,N109,111
N37,N110,12
N37,N111,81
N37,N112,67
N37,N113,110
N37,N114,87
N37,N115,39
N37,N116,80
N37,N117,66
N37,N118,50
N37,N119,84
N37,N120,20
N37,N121,59
N37,N122,110
N37,N123,47
N37,N124,114
N37,N125,47
N37,N126,106
N37,N127,20
N37,N128,106
N37,N129,53
N37,N130,107
N37,N131,74
N37,N132,50
N37,N133,93
N37,N134,94
N37,N135,31
N37,N136,39
N37,N137,108
N37,N138,58
N37,N139,83
N37,N140,14
N37,N141,104
N37,N142,88
N37,N143,19
N37,N144,56
N37,N145,74
N37,N146,43
N37,N147,91
N37,N148,18
N37,N149,41
N37,N150,39
N37,N151,110
N37,N152,15
N37,N153,111
N37,N154,75
N37,N155,118
N37,N156,24
N37,N157,87
N37,N158,37
N37,N159,93
N37,N160,56
N37,N161,75
N37,N162,92
N37,N163,56
N37,N164,38
N37,N165,31
N37,N166,117
N37,N167,38
N37,N168,93
N37,N169,95
N37,N170,40
N37,N171,31
N37,N172,85
N37,N173,86
N37,N174,120
N37,N175,65
N37,N176,78
N37,N177,6
N37,N178,53
N37,N179,78
N37,N180,104
N37,N181,35
N37,N182,103
N37,N183,67
N37,N184,50
N37,N185,56
N37,N186,96
N37,N187,93
N37,N188,36
N37,N189,44
N37,N190,45
N37,N191,81
N37,N192,82
N37,N193,41
N37,N194,42
N37,N195,29
N37,N196,84
N37,N197,27
N37,N198,62
N37,N199,46
N37,N200,109
N38,N39,16
N38,N40,99
N38,N41,32
N38,N42,57
N38,N43,44
N38,N44,81
N38,N45,78
N38,N46,27
N38,N47,15
N38,N48,31
N38,N49,22
N38,N50,101
N38,N51,12
N38,N52,111
N38,N53,111
N38,N54,97
N38,N55,104
N38,N56,42
N38,N57,31
N38,N58,20
N38,N59,73
N38,N60,112
N38,N61,24
N38,N62,94
N38,N63,28
N38,N64,48
N38,N65,34
N38,N66,105
N38,N67,29
N38,N68,33
N38,N69,72
N38,N70,82
N38,N71,104
N38,N72,64
N38,N73,46
N38,N74,65
N38,N75,75
N38,N76,54
N38,N77,5
N38,N78,72
N38,N79,106
N38,N80,75
N38,N81,50
N38,N82,68
N38,N83,48
N38,N84,39
N38,N85,74
N38,N86,116
N38,N87,81
N38,N88,17
N38,N89,25
N38,N90,83
N38,N91,5
N38,N92,72
N38,N93,67
N38,N94,18
N38,N95,117
N38,N96,36
N38,N97,100
N38,N98,43
N38,N99,5
N38,N100,41
N38,N101,59
N38,N102,64
N38,N103,108
N38,N104,17
N38,N105,15
N38,N106,11
N38,N107,35
N38,N108,107
N38,N109,47
N38,N110,8
N38,N111,114
N38,N112,20
N38,N113,90
N38,N114,119
N38,N115,37
N38,N116,81
N38,N117,11
N38,N118,8
N38,N119,32
N38,N120,101
N38,N121,17
N38,N122,116
N38,N123,22
N38,N124,32
N38,N125,68
N38,N126,38
N38,N127,75
N38,N128,22
N38,N129,7
N38,N130,22
N38,N131,35
N38,N132,72
N38,N133,36
N38,N134,111
N38,N135,102
N38,N136,20
N38,N137,31
N38,N138,61
N38,N139,48
N38,N140,98
N38,N141,68
N38,N142,21
N38,N143,97
N38,N144,78
N38,N145,47
N38,N146,118
N38,N147,18
N38,N148,91
N38,N149,86
N38,N150,94
N38,N151,15
N38,N152,54
N38,N153,48
N38,N154,74
N38,N155,8
N38,N156,47
N38,N157,98
N38,N158,53
N38,N159,106
N38,N160,7
N38,N161,26
N38,N162,62
N38,N163,39
N38,N164,27
N38,N165,23
N38,N166,16
N38,N167,86
N38,N168,46
N38,N169,76
N38,N170,99
N38,N171,6
N38,N172,24
N38,N173,107
N38,N174,56
N38,N175,9
N38,N176,22
N38,N177,41
N38,N178,100
N38,N179,76
N38,N180,64
N38,N181,75
N38,N182,103
N38,N183,111
N38,N184,64
N38,N185,95
N38,N186,32
N38,N187,115
N38,N188,45
N38,N189,15
N38,N190,93
N38,N191,10
N38,N192,93
N38,N193,68
N38,N194,94
N38,N195,101
N38,N196,50
N38,N197,79
N38,N198,46
N38,N199,102
N38,N200,114
N39,N40,60
N39,N41,26
N39,N42,101
N39,N43,39
N39,N44,120
N39,N45,117
N39,N46,119
N39,N47,56
N39,N48,92
N39,N49,98
N39,N50,81
N39,N51,77
N39,N52,64
N39,N53,75
N39,N54,64
N39,N55,118
N39,N56,95
N39,N57,61
N39,N58,115
N39,N59,11
N39,N60,111
N39,N61,39
N39,N62,57
N39,N63,101
N39,N64,95
N39,N65,59
N39,N66,45
N39,N67,20
N39,N68,7
N39,N69,73
N39,N70,96
N39,N71,50
N39,N72,24
N39,N73,45
N39,N74,13
N39,N75,101
N39,N76,66
N39,N77,79
N39,N78,99
N39,N79,78
N39,N80,40
N39,N81,36
N39,N82,48
N39,N83,12
N39,N84,95
N39,N85,26
N39,N86,9
N39,N87,7
N39,N88,56
N39,N89,54
N39,N90,12
N39,N91,59
N39,N92,10
N39,N93,47
N39,N94,73
N39,N95,81
N39,N96,101
N39,N97,34
N39,N98,69
N39,N99,116
N39,N100,75
N39,N101,26
N39,N102,89
N39,N103,89
N39,N104,46
N39,N105,86
N39,N106,39
N39,N107,60
N39,N108,120
N39,N109,79
N39,N110,117
N39,N111,17
N39,N112,31
N39,N113,42
N39,N114,44
N39,N115,67
N39,N116,22
N39,N117,110
N39,N118,102
N39,N119,107
N39,N120,103
N39,N121,91
N39,N122,62
N39,N123,62
N39,N124,64
N39,N125,107
N39,N126,60
N39,N127,28
N39,N128,101
N39,N129,56
N39,N130,28
N39,N131,83
N39,N132,107
N39,N133,15
N39,N134,14
N39,N135,32
N39,N136,89
N39,N137,115
N39,N138,96
N39,N139,29
N39,N140,26
N39,N141,77
N39,N142,95
N39,N143,94
N39,N144,74
N39,N145,118
N39,N146,60
N39,N147,46
N39,N148,61
N39,N149,53
N39,N150,41
N39,N151,118
N39,N152,73
N39,N153,41
N39,N154,102
N39,N155,23
N39,N156,54
N39,N157,24
N39,N158,75
N39,N159,117
N39,N160,47
N39,N161,80
N39,N162,49
N39,N163,61
N39,N164,85
N39,N165,93
N39,N166,101
N39,N167,28
N39,N168,49
N39,N169,46
N39,N170,97
N39,N171,24
N39,N172,8
N39,N173,29
N39,N174,94
N39,N175,80
N39,N176,109
N39,N177,28
N39,N178,61
N39,N179,35
N39,N180,12
N39,N181,62
N39,N182,72
N39,N183,55
N39,N184,42
N39,N185,67
N39,N186,56
N39,N187,93
N39,N188,90
N39,N189,52
N39,N190,64
N39,N191,119
N39,N192,47
N39,N193,112
N39,N194,75
N39,N195,43
N39,N196,112
N39,N197,51
N39,N198,32
N39,N199,102
N39,N200,38
N40,N41,67
N40,N42,72
N40,N43,117
N40,N44,31
N40,N45,113
N40,N46,72
N40,N47,75
N40,N48,38
N40,N49,7
N40,N50,117
N40,N51,46
N40,N52,48
N40,N53,80
N40,N54,27
N40,N55,43
N40,N56,50
N40,N57,44
N40,N58,43
N40,N59,96
N40,N60,24
N40,N61,5
N40,N62,47
N40,N63,37
N40,N64,105
N40,N65,65
N40,N66,70
N40,N67,87
N40,N68,37
N40,N69,26
N40,N70,57
N40,N71,90
N40,N72,80
N40,N73,66
N40,N74,9
N40,N75,14
N40,N76,53
N40,N77,120
N40,N78,38
N40,N79,37
N40,N80,81
N40,N81,27
N40,N82,9
N40,N83,27
N40,N84,32
N40,N85,74
N40,N86,74
N40,N87,46
N40,N88,110
N40,N89,21
N40,N90,42
N40,N91,93
N40,N92,13
N40,N93,41
N40,N94,35
N40,N95,13
N40,N96,55
N40,N97,25
N40,N98,69
N40,N99,65
N40,N100,34
N40,N101,37
N40,N102,63
N40,N103,8
N40,N104,86
N40,N105,17
N40,N106,55
N40,N107,50
N40,N108,36
N40,N109,35
N40,N110,41
N40,N111,91
N40,N112,100
N40,N113,116
N40,N114,67
N40,N115,115
N40,N116,87
N40,N117,85
N40,N118,112
N40,N119,53
N40,N120,107
N40,N121,90
N40,N122,62
N40,N123,106
N40,N124,101
N40,N125,74
N40,N126,70
N40,N127,64
N40,N128,108
N40,N129,22
N40,N130,63
N40,N131,68
N40,N132,76
N40,N133,82
N40,N134,16
N40,N135,77
N40,N136,20
N40,N137,90
N40,N138,8
N40,N139,30
N40,N140,114
N40,N141,105
N40,N142,48
N40,N143,40
N40,N144,5
N40,N145,6
N40,N146,33
N40,N147,64
N40,N148,20
N40,N149,41
N40,N150,65
N40,N151,62
N40,N152,66
N40,N153,85
N40,N154,100
N40,N155,68
N40,N156,42
N40,N157,29
N40,N158,19
N40,N159,68
N40,N160,96
N40,N161,62
N40,N162,65
N40,N163,27
N40,N164,41
N40,N165,109
N40,N166,52
N40,N167,23
N40,N168,34
N40,N169,64
N40,N170,72
N40,N171,103
N40,N172,65
N40,N173,6
N40,N174,30
N40,N175,41
N40,N176,33
N40,N177,12
N40,N178,79
N40,N179,47
N40,N180,86
N40,N181,119
N40,N182,19
N40,N183,88
N40,N184,25
N40,N185,42
N40,N186,88
N40,N187,98
N40,N188,26
N40,N189,120
N40,N190,87
N40,N191,110
N40,N192,18
N40,N193,36
N40,N194,68
N40,N195,81
N40,N196,9
N40,N197,27
N40,N198,120
N40,N199,116
N40,N200,43
N41,N42,72
N41,N43,63
N41,N44,53
N41,N45,7
N41,N46,30
N41,N47,47
N41,N48,101
N41,N49,13
N41,N50,17
N41,N51,10
N41,N52,61
N41,N53,46
N41,N54,57
N41,N55,63
N41,N56,61
N41,N57,97
N41,N58,116
N41,N59,6
N41,N60,46
N41,N61,34
N41,N62,52
N41,N63,46
N41,N64,68
N41,N65,99
N41,N66,21
N41,N67,47
N41,N68,119
N41,N69,60
N41,N70,82
N41,N71,83
N41,N72,8
N41,N73,93
N41,N74,111
N41,N75,57
N41,N76,90
N41,N77,102
N41,N78,20
N41,N79,99
N41,N80,18
N41,N81,48
N41,N82,72
N41,N83,67
N41,N84,116
N41,N85,116
N41,N86,73
N41,N87,17
N41,N88,95
N41,N89,16
N41,N90,85
N41,N91,49
N41,N92,8
N41,N93,44
N41,N94,58
N41,N95,15
N41,N96,68
N41,N97,55
N41,N98,96
N41,N99,96
N41,N100,62
N41,N101,40
N41,N102,32
N41,N103,113
N41,N104,65
N41,N105,91
N41,N106,29
N41,N107,94
N41,N108,50
N41,N109,29
N41,N110,17
N41,N111,33
N41,N112,35
N41,N113,62
N41,N114,73
N41,N115,113
N41,N116,27
N41,N117,49
N41,N118,30
N41,N119,88
N41,N120,57
N41,N121,46
N41,N122,51
N41,N123,85
N41,N124,63
N41,N125,41
N41,N126,25
N41,N127,64
N41,N128,39
N41,N129,70
N41,N130,93
N41,N131,8
N41,N132,63
N41,N133,9
N41,N134,83
N41,N135,86
N41,N136,57
N41,N137,74
N41,N138,17
N41,N139,110
N41,N140,74
N41,N141,117
N41,N142,88
N41,N143,105
N41,N144,99
N41,N145,81
N41,N146,76
N41,N147,46
N41,N148,32
N41,N149,8
N41,N150,32
N41,N151,94
N41,N152,30
N41,N153,13
N41,N154,65
N41,N155,89
N41,N156,58
N41,N157,11
N41,N158,22
N41,N159,114
N41,N160,20
N41,N161,77
N41,N162,97
N41,N163,102
N41,N164,52
N41,N165,108
N41,N166,36
N41,N167,17
N41,N168,9
N41,N169,105
N41,N170,53
N41,N171,35
N41,N172,67
N41,N173,72
N41,N174,86
N41,N175,59
N41,N176,74
N41,N177,34
N41,N178,13
N41,N179,6
N41,N180,65
N41,N181,69
N41,N182,8
N41,N183,56
N41,N184,13
N41,N185,6
N41,N186,31
N41,N187,40
N41,N188,120
N41,N189,46
N41,N190,87
N41,N191,118
N41,N192,32
N41,N193,24
N41,N194,95
N41,N195,22
N41,N196,74
N41,N197,16
N41,N198,36
N41,N199,84
N41,N200,13
N42,N43,104
N42,N44,90
N42,N45,26
N42,N46,92
N42,N47,69
N42,N48,71
N42,N49,25
N42,N50,84
N42,N51,52
N42,N52,42
N42,N53,66
N42,N54,117
N42,N55,64
N42,N56,66
N42,N57,90
N42,N58,116
N42,N59,53
N42,N60,28
N42,N61,103
N42,N62,64
N42,N63,8
N42,N64,31
N42,N65,73
N42,N66,58
N42,N67,72
N42,N68,69
N42,N69,56
N42,N70,79
N42,N71,35
N42,N72,97
N42,N73,95
N42,N74,93
N42,N75,94
N42,N76,17
N42,N77,96
N42,N78,117
N42,N79,72
N42,N80,76
N42,N81,16
N42,N82,24
N42,N83,12
N42,N84,84
N42,N85,57
N42,N86,9
N42,N87,100
N42,N88,118
N42,N89,90
N42,N90,106
N42,N91,37
N42,N92,61
N42,N93,97
N42,N94,69
N42,N95,29
N42,N96,26
N42,N97,33
N42,N98,57
N42,N99,35
N42,N100,71
N42,N101,100
N42,N102,70
N42,N103,50
N42,N104,89
N42,N105,94
N42,N106,93
N42,N107,98
N42,N108,75
N42,N109,95
N42,N110,81
N42,N111,97
N42,N112,61
N42,N113,48
N42,N114,70
N42,N115,29
N42,N116,91
N42,N117,81
N42,N118,94
N42,N119,7
N42,N120,40
N42,N121,35
N42,N122,57
N42,N123,66
N42,N124,19
N42,N125,29
N42,N126,57
N42,N127,66
N42,N128,6
N42,N129,27
N42,N130,5
N42,N131,27
N42,N132,115
N42,N133,95
N42,N134,111
N42,N135,46
N42,N136,43
N42,N137,11
N42,N138,48
N42,N139,116
N42,N140,57
N42,N141,45
N42,N142,101
N42,N143,35
N42,N144,46
N42,N145,16
N42,N146,47
N42,N147,47
N42,N148,35
N42,N149,5
N42,N150,20
N42,N151,92
N42,N152,23
N42,N153,57
N42,N154,106
N42,N155,116
N42,N156,27
N42,N157,106
N42,N158,85
N42,N159,35
N42,N160,62
N42,N161,23
N42,N162,79
N42,N163,36
N42,N164,48
N42,N165,35
N42,N166,75
N42,N167,81
N42,N168,10
N42,N169,58
N42,N170,91
N42,N171,29
N42,N172,108
N42,N173,11
N42,N174,55
N42,N175,102
N42,N176,71
N42,N177,93
N42,N178,18
N42,N179,14
N42,N180,111
N42,N181,103
N42,N182,13
N42,N183,52
N42,N184,102
N42,N185,64
N42,N186,92
N42,N187,86
N42,N188,77
N42,N189,73
N42,N190,97
N42,N191,35
N42,N192,102
N42,N193,29
N42,N194,24
N42,N195,95
N42,N196,108
N42,N197,105
N42,N198,115
N42,N199,70
N42,N200,72
N43,N44,34
N43,N45,109
N43,N46,115
N43,N47,8
N43,N48,97
N43,N49,79
N43,N50,85
N43,N51,106
N43,N52,110
N43,N53,83
N43,N54,13
N43,N55,98
N43,N56,20
N43,N57,90
N43,N58,71
N43,N59,71
N43,N60,10
N43,N61,62
N43,N62,25
N43,N63,74
N43,N64,103
N43,N65,65
N43,N66,85
N43,N67,101
N43,N68,107
N43,N69,99
N43,N70,30
N43,N71,15
N43,N72,105
N43,N73,104
N43,N74,27
N43,N75,18
N43,N76,92
N43,N77,11
N43,N78,97
N43,N79,34
N43,N80,116
N43,N81,117
N43,N82,59
N43,N83,80
N43,N84,86
N43,N85,8
N43,N86,85
N43,N87,66
N43,N88,105
N43,N89,49
N43,N90,102
N43,N91,19
N43,N92,115
N43,N93,74
N43,N94,116
N43,N95,52
N43,N96,100
N43,N97,54
N43,N98,86
N43,N99,51
N43,N100,84
N43,N101,37
N43,N102,6
N43,N103,60
N43,N104,116
N43,N105,51
N43,N106,51
N43,N107,77
N43,N108,91
N43,N109,38
N43,N110,118
N43,N111,100
N43,N112,61
N43,N113,106
N43,N114,95
N43,N115,54
N43,N116,36
N43,N117,88
N43,N118,16
N43,N119,86
N43,N120,89
N43,N121,54
N43,N122,119
N43,N123,65
N43,N124,64
N43,N125,86
N43,N126,20
N43,N127,118
N43,N128,33
N43,N129,10
N43,N130,42
N43,N131,112
N43,N132,54
N43,N133,94
N43,N134,31
N43,N135,97
N43,N136,10
N43,N137,113
N43,N138,95
N43,N139,97
N43,N140,48
N43,N141,110
N43,N142,7
N43,N143,83
N43,N144,69
N43,N145,11
N43,N146,28
N43,N147,24
N43,N148,66
N43,N149,32
N43,N150,100
N43,N151,95
N43,N152,13
N43,N153,104
N43,N154,26
N43,N155,37
N43,N156,54
N43,N157,112
N43,N158,45
N43,N159,59
N43,N160,82
N43,N161,94
N43,N162,95
N43,N163,118
N43,N164,92
N43,N165,89
N43,N166,40
N43,N167,67
N43,N168,101
N43,N169,47
N43,N170,43
N43,N171,51
N43,N172,14
N43,N173,36
N43,N174,17
N43,N175,66
N43,N176,103
N43,N177,48
N43,N178,112
N43,N179,39
N43,N180,5
N43,N181,95
N43,N182,38
N43,N183,102
N43,N184,81
N43,N185,70
N43,N186,93
N43,N187,70
N43,N188,109
N43,N189,58
N43,N190,70
N43,N191,17
N43,N192,31
N43,N193,53
N43,N194,48
N43,N195,71
N43,N196,13
N43,N197,5
N43,N198,82
N43,N199,70
N43,N200,19
N44,N45,42
N44,N46,18
N44,N47,30
N44,N48,12
N44,N49,43
N44,N50,73
N44,N51,44
N44,N52,49
N44,N53,8
N44,N54,54
N44,N55,49
N44,N56,69
N44,N57,23
N44,N58,43
N44,N59,56
N44,N60,80
N44,N61,55
N44,N62,71
N44,N63,25
N44,N64,47
N44,N65,13
N44,N66,31
N44,N67,46
N44,N68,102
N44,N69,28
N44,N70,77
N44,N71,25
N44,N72,90
N44,N73,46
N44,N74,25
N44,N75,10
N44,N76,110
N44,N77,20
N44,N78,32
N44,N79,80
N44,N80,49
N44,N81,16
N44,N82,50
N44,N83,89
N44,N84,106
N44,N85,77
N44,N86,118
N44,N87,34
N44,N88,113
N44,N89,59
N44,N90,109
N44,N91,100
N44,N92,93
N44,N93,9
N44,N94,105
N44,N95,32
N44,N96,13
N44,N97,88
N44,N98,46
N44,N99,104
N44,N100,113
N44,N101,23
N44,N102,52
N44,N103,94
N44,N104,67
N44,N105,59
N44,N106,27
N44,N107,31
N44,N108,78
N44,N109,42
N44,N110,96
N44,N111,45
N44,N112,97
N44,N113,91
N44,N114,101
N44,N115,102
N44,N116,62
N44,N117,16
N44,N118,100
N44,N119,49
N44,N120,44
N44,N121,88
N44,N122,74
N44,N123,100
N44,N124,91
N44,N125,85
N44,N126,93
N44,N127,8
N44,N128,105
N44,N129,69
N44,N130,41
N44,N131,61
N44,N132,77
N44,N133,93
N44,N134,15
N44,N135,8
N44,N136,102
N44,N137,35
N44,N138,41
N44,N139,29
N44,N140,85
N44,N141,43
N44,N142,66
N44,N143,36
N44,N144,41
N44,N145,18
N44,N146,60
N44,N147,96
N44,N148,46
N44,N149,58
N44,N150,89
N44,N151,108
N44,N152,66
N44,N153,67
N44,N154,65
N44,N155,5
N44,N156,72
N44,N157,58
N44,N158,21
N44,N159,65
N44,N160,101
N44,N161,42
N44,N162,74
N44,N163,88
N44,N164,17
N44,N165,110
N44,N166,114
N44,N167,33
N44,N168,91
N44,N169,68
N44,N170,91
N44,N171,101
N44,N172,107
N44,N173,50
N44,N174,43
N44,N175,32
N44,N176,47
N44,N177,66
N44,N178,42
N44,N179,8
N44,N180,26
N44,N181,13
N44,N182,36
N44,N183,22
N44,N184,93
N44,N185,15
N44,N186,13
N44,N187,113
N44,N188,112
N44,N189,92
N44,N190,12
N44,N191,82
N44,N192,82
N44,N193,106
N44,N194,13
N44,N195,82
N44,N196,63
N44,N197,31
N44,N198,39
N44,N199,97
N44,N200,26
N45,N46,27
N45,N47,109
N45,N48,23
N45,N49,53
N45,N50,105
N45,N51,110
N45,N52,31
N45,N53,78
N45,N54,50
N45,N55,53
N45,N56,101
N45,N57,80
N45,N58,69
N45,N59,100
N45,N60,34
N45,N61,88
N45,N62,12
N45,N63,42
N45,N64,47
N45,N65,47
N45,N66,52
N45,N67,23
N45,N68,5
N45,N69,50
N45,N70,113
N45,N71,104
N45,N72,70
N45,N73,35
N45,N74,39
N45,N75,96
N45,N76,6
N45,N77,101
N45,N78,15
N45,N79,74
N45,N80,75
N45,N81,77
N45,N82,105
N45,N83,116
N45,N84,48
N45,N85,76
N45,N86,81
N45,N87,60
N45,N88,17
N45,N89,104
N45,N90,37
N45,N91,103
N45,N92,37
N45,N93,114
N45,N94,21
N45,N95,50
N45,N96,77
N45,N97,118
N45,N98,9
N45,N99,107
N45,N100,82
N45,N101,5
N45,N102,118
N45,N103,88
N45,N104,61
N45,N105,93
N45,N106,7
N45,N107,7
N45,N108,8
N45,N109,36
N45,N110,46
N45,N111,76
N45,N112,43
N45,N113,57
N45,N114,43
N45,N115,95
N45,N116,100
N45,N117,118
N45,N118,70
N45,N119,11
N45,N120,47
N45,N121,80
N45,N122,71
N45,N123,57
N45,N124,61
N45,N125,113
N45,N126,88
N45,N127,23
N45,N128,15
N45,N129,111
N45,N130,18
N45,N131,54
N45,N132,63
N45,N133,39
N45,N134,28
N45,N135,22
N45,N136,81
N45,N137,8
N45,N138,31
N45,N139,75
N45,N140,32
N45,N141,74
N45,N142,112
N45,N143,37
N45,N144,66
N45,N145,77
N45,N146,89
N45,N147,55
N45,N148,6
N45,N149,10
N45,N150,25
N45,N151,80
N45,N152,68
N45,N153,10
N45,N154,81
N45,N155,38
N45,N156,120
N45,N157,66
N45,N158,111
N45,N159,27
N45,N160,88
N45,N161,27
N45,N162,103
N45,N163,62
N45,N164,47
N45,N165,107
N45,N166,66
N45,N167,102
N45,N168,119
N45,N169,54
N45,N170,97
N45,N171,8
N45,N172,119
N45,N173,71
N45,N174,82
N45,N175,45
N45,N176,97
N45,N177,24
N45,N178,27
N45,N179,103
N45,N180,49
N45,N181,35
N45,N182,35
N45,N183,14
N45,N184,33
N45,N185,75
N45,N186,27
N45,N187,61
N45,N188,73
N45,N189,104
N45,N190,22
N45,N191,19
N45,N192,12
N45,N193,83
N45,N194,90
N45,N195,48
N45,N196,13
N45,N197,61
N45,N198,93
N45,N199,120
N45,N200,88
N46,N47,64
N46,N48,61
N46,N49,98
N46,N50,113
N46,N51,117
N46,N52,68
N46,N53,40
N46,N54,6
N46,N55,21
N46,N56,14
N46,N57,119
N46,N58,61
N46,N59,73
N46,N60,20
N46,N61,80
N46,N62,98
N46,N63,49
N46,N64,81
N46,N65,119
N46,N66,75
N46,N67,32
N46,N68,90
N46,N69,84
N46,N70,105
N46,N71,57
N46,N72,90
N46,N73,103
N46,N74,120
N46,N75,47
N46,N76,20
N46,N77,61
N46,N78,117
N46,N79,80
N46,N80,69
N46,N81,86
N46,N82,63
N46,N83,50
N46,N84,96
N46,N85,53
N46,N86,106
N46,N87,110
N46,N88,101
N46,N89,76
N46,N90,104
N46,N91,53
N46,N92,20
N46,N93,96
N46,N94,76
N46,N95,94
N46,N96,107
N46,N97,69
N46,N98,120
N46,N99,71
N46,N100,79
N46,N101,80
N46,N102,9
N46,N103,108
N46,N104,78
N46,N105,21
N46,N106,11
N46,N107,34
N46,N108,29
N46,N109,21
N46,N110,9
N46,N111,78
N46,N112,45
N46,N113,69
N46,N114,80
N46,N115,60
N46,N116,112
N46,N117,34
N46,N118,69
N46,N119,112
N46,N120,51
N46,N121,62
N46,N122,37
N46,N123,87
N46,N124,41
N46,N125,7
N46,N126,90
N46,N127,82
N46,N128,64
N46,N129,114
N46,N130,118
N46,N131,89
N46,N132,33
N46,N133,56
N46,N134,66
N46,N135,118
N46,N136,61
N46,N137,48
N46,N138,91
N46,N139,100
N46,N140,66
N46,N141,72
N46,N142,39
N46,N143,16
N46,N144,103
N46,N145,91
N46,N146,10
N46,N147,111
N46,N148,102
N46,N149,63
N46,N150,14
N46,N151,65
N46,N152,93
N46,N153,12
N46,N154,65
N46,N155,60
N46,N156,85
N46,N157,32
N46,N158,49
N46,N159,111
N46,N160,56
N46,N161,80
N46,N162,23
N46,N163,73
N46,N164,70
N46,N165,49
N46,N166,51
N46,N167,90
N46,N168,85
N46,N169,62
N46,N170,91
N46,N171,61
N46,N172,53
N46,N173,119
N46,N174,12
N46,N175,69
N46,N176,24
N46,N177,82
N46,N178,104
N46,N179,64
N46,N180,94
N46,N181,87
N46,N182,100
N46,N183,48
N46,N184,27
N46,N185,41
N46,N186,104
N46,N187,48
N46,N188,43
N46,N189,67
N46,N190,102
N46,N191,69
N46,N192,74
N46,N193,8
N46,N194,64
N46,N195,9
N46,N196,52
N46,N197,78
N46,N198,17
N46,N199,110
N46,N200,77
N47,N48,79
N47,N49,15
N47,N50,88
N47,N51,72
N47,N52,119
N47,N53,32
